# FM spectrum for self-oscillation run, 2026-07-10T14:34:53
freq_MHz,lockin_R
2850.00000,0.00000346
2850.10000,0.00000360
2850.20000,0.00000509
2850.30000,0.00000436
2850.40000,0.00000346
2850.50000,0.00001463
2850.60000,0.00000360
2850.70000,0.00000555
2850.80000,0.00000328
2850.90000,0.00000278
2851.00000,0.00000280
2851.10000,0.00000508
2851.20000,0.00000144
2851.30000,0.00000439
2851.40000,0.00000431
2851.50000,0.00000541
2851.60000,0.00000392
2851.70000,0.00000346
2851.80000,0.00000283
2851.90000,0.00000436
2852.00000,0.00000338
2852.10000,0.00000444
2852.20000,0.00000592
2852.30000,0.00000591
2852.40000,0.00000561
2852.50000,0.00000537
2852.60000,0.00000398
2852.70000,0.00000414
2852.80000,0.00000983
2852.90000,0.00000509
2853.00000,0.00000732
2853.10000,0.00000578
2853.20000,0.00000780
2853.30000,0.00000422
2853.40000,0.00000846
2853.50000,0.00000927
2853.60000,0.00000933
2853.70000,0.00000434
2853.80000,0.00000903
2853.90000,0.00000498
2854.00000,0.00000537
2854.10000,0.00000471
2854.20000,0.00000595
2854.30000,0.00000628
2854.40000,0.00000689
2854.50000,0.00000627
2854.60000,0.00000605
2854.70000,0.00000512
2854.80000,0.00000634
2854.90000,0.00000672
2855.00000,0.00000564
2855.10000,0.00000586
2855.20000,0.00000585
2855.30000,0.00000431
2855.40000,0.00000766
2855.50000,0.00000865
2855.60000,0.00001168
2855.70000,0.00000442
2855.80000,0.00000793
2855.90000,0.00000802
2856.00000,0.00000530
2856.10000,0.00001001
2856.20000,0.00001145
2856.30000,0.00001118
2856.40000,0.00001272
2856.50000,0.00000929
2856.60000,0.00001034
2856.70000,0.00000599
2856.80000,0.00001252
2856.90000,0.00001420
2857.00000,0.00001051
2857.10000,0.00001363
2857.20000,0.00001222
2857.30000,0.00001693
2857.40000,0.00001538
2857.50000,0.00001384
2857.60000,0.00001652
2857.70000,0.00001619
2857.80000,0.00001524
2857.90000,0.00001464
2858.00000,0.00001566
2858.10000,0.00001207
2858.20000,0.00002221
2858.30000,0.00001904
2858.40000,0.00000679
2858.50000,0.00002143
2858.60000,0.00002103
2858.70000,0.00002118
2858.80000,0.00002187
2858.90000,0.00002037
2859.00000,0.00002619
2859.10000,0.00002603
2859.20000,0.00002204
2859.30000,0.00002572
2859.40000,0.00002864
2859.50000,0.00002892
2859.60000,0.00002505
2859.70000,0.00002639
2859.80000,0.00003462
2859.90000,0.00002650
2860.00000,0.00001964
2860.10000,0.00003333
2860.20000,0.00003036
2860.30000,0.00002789
2860.40000,0.00003468
2860.50000,0.00003252
2860.60000,0.00003205
2860.70000,0.00003918
2860.80000,0.00004065
2860.90000,0.00003572
2861.00000,0.00003169
2861.10000,0.00003622
2861.20000,0.00003836
2861.30000,0.00004638
2861.40000,0.00004996
2861.50000,0.00004219
2861.60000,0.00005402
2861.70000,0.00005296
2861.80000,0.00005910
2861.90000,0.00006494
2862.00000,0.00005854
2862.10000,0.00006067
2862.20000,0.00005126
2862.30000,0.00007635
2862.40000,0.00006683
2862.50000,0.00006551
2862.60000,0.00008958
2862.70000,0.00008756
2862.80000,0.00007593
2862.90000,0.00010779
2863.00000,0.00008077
2863.10000,0.00010987
2863.20000,0.00013637
2863.30000,0.00011910
2863.40000,0.00013728
2863.50000,0.00015700
2863.60000,0.00008180
2863.70000,0.00016592
2863.80000,0.00016921
2863.90000,0.00012460
2864.00000,0.00017076
2864.10000,0.00017352
2864.20000,0.00015564
2864.30000,0.00008483
2864.40000,0.00020895
2864.50000,0.00012780
2864.60000,0.00021041
2864.70000,0.00018457
2864.80000,0.00018947
2864.90000,0.00017928
2865.00000,0.00015170
2865.10000,0.00023712
2865.20000,0.00015305
2865.30000,0.00024363
2865.40000,0.00016661
2865.50000,0.00017683
2865.60000,0.00024805
2865.70000,0.00019427
2865.80000,0.00017781
2865.90000,0.00022317
2866.00000,0.00021798
2866.10000,0.00021075
2866.20000,0.00020461
2866.30000,0.00017315
2866.40000,0.00014556
2866.50000,0.00013839
2866.60000,0.00014554
2866.70000,0.00008376
2866.80000,0.00010490
2866.90000,0.00008266
2867.00000,0.00007750
2867.10000,0.00006401
2867.20000,0.00004138
2867.30000,0.00001685
2867.40000,0.00001436
2867.50000,0.00003452
2867.60000,0.00006322
2867.70000,0.00007544
2867.80000,0.00010668
2867.90000,0.00010151
2868.00000,0.00017526
2868.10000,0.00018539
2868.20000,0.00018615
2868.30000,0.00022260
2868.40000,0.00014390
2868.50000,0.00020597
2868.60000,0.00021251
2868.70000,0.00020408
2868.80000,0.00021352
2868.90000,0.00020343
2869.00000,0.00017685
2869.10000,0.00019738
2869.20000,0.00015300
2869.30000,0.00012482
2869.40000,0.00011630
2869.50000,0.00010847
2869.60000,0.00007893
2869.70000,0.00006590
2869.80000,0.00003267
2869.90000,0.00001532
2870.00000,0.00001611
2870.10000,0.00004768
2870.20000,0.00006362
2870.30000,0.00006550
2870.40000,0.00012149
2870.50000,0.00013671
2870.60000,0.00013828
2870.70000,0.00017619
2870.80000,0.00019790
2870.90000,0.00017784
2871.00000,0.00019497
2871.10000,0.00022505
2871.20000,0.00018622
2871.30000,0.00018842
2871.40000,0.00022371
2871.50000,0.00015967
2871.60000,0.00020874
2871.70000,0.00016199
2871.80000,0.00017075
2871.90000,0.00012561
2872.00000,0.00012612
2872.10000,0.00008317
2872.20000,0.00005909
2872.30000,0.00004315
2872.40000,0.00001915
2872.50000,0.00001602
2872.60000,0.00003638
2872.70000,0.00004858
2872.80000,0.00008257
2872.90000,0.00007711
2873.00000,0.00010119
2873.10000,0.00013785
2873.20000,0.00013182
2873.30000,0.00013928
2873.40000,0.00018545
2873.50000,0.00013854
2873.60000,0.00017171
2873.70000,0.00022063
2873.80000,0.00012186
2873.90000,0.00024056
2874.00000,0.00023223
2874.10000,0.00021013
2874.20000,0.00025022
2874.30000,0.00021654
2874.40000,0.00023368
2874.50000,0.00024553
2874.60000,0.00020009
2874.70000,0.00021078
2874.80000,0.00022591
2874.90000,0.00011759
2875.00000,0.00021989
2875.10000,0.00021725
2875.20000,0.00006195
2875.30000,0.00021472
2875.40000,0.00017483
2875.50000,0.00014850
2875.60000,0.00020943
2875.70000,0.00018040
2875.80000,0.00014291
2875.90000,0.00018701
2876.00000,0.00016606
2876.10000,0.00017415
2876.20000,0.00012646
2876.30000,0.00015012
2876.40000,0.00013814
2876.50000,0.00012001
2876.60000,0.00012605
2876.70000,0.00013910
2876.80000,0.00010383
2876.90000,0.00009205
2877.00000,0.00010338
2877.10000,0.00009845
2877.20000,0.00008243
2877.30000,0.00008316
2877.40000,0.00008607
2877.50000,0.00005701
2877.60000,0.00007538
2877.70000,0.00006100
2877.80000,0.00006056
2877.90000,0.00006816
2878.00000,0.00005305
2878.10000,0.00005595
2878.20000,0.00005573
2878.30000,0.00005061
2878.40000,0.00004751
2878.50000,0.00004521
2878.60000,0.00004890
2878.70000,0.00004814
2878.80000,0.00003403
2878.90000,0.00004638
2879.00000,0.00003475
2879.10000,0.00003826
2879.20000,0.00003724
2879.30000,0.00004253
2879.40000,0.00003464
2879.50000,0.00002389
2879.60000,0.00002947
2879.70000,0.00002468
2879.80000,0.00003365
2879.90000,0.00002966
2880.00000,0.00001880
2880.10000,0.00003355
2880.20000,0.00002390
2880.30000,0.00002962
2880.40000,0.00003003
2880.50000,0.00000894
2880.60000,0.00002756
2880.70000,0.00001954
2880.80000,0.00002180
2880.90000,0.00002211
2881.00000,0.00002235
2881.10000,0.00002545
2881.20000,0.00001596
2881.30000,0.00002107
2881.40000,0.00001606
2881.50000,0.00001404
2881.60000,0.00001575
2881.70000,0.00001718
2881.80000,0.00001553
2881.90000,0.00001576
2882.00000,0.00001679
2882.10000,0.00001021
2882.20000,0.00001262
2882.30000,0.00001244
2882.40000,0.00001029
2882.50000,0.00001383
2882.60000,0.00001127
2882.70000,0.00001407
2882.80000,0.00001211
2882.90000,0.00001030
2883.00000,0.00001295
2883.10000,0.00000687
2883.20000,0.00001137
2883.30000,0.00000652
2883.40000,0.00001072
2883.50000,0.00000986
2883.60000,0.00000898
2883.70000,0.00000926
2883.80000,0.00000579
2883.90000,0.00000778
2884.00000,0.00000745
2884.10000,0.00000560
2884.20000,0.00000736
2884.30000,0.00000557
2884.40000,0.00000627
2884.50000,0.00000476
2884.60000,0.00000642
2884.70000,0.00000891
2884.80000,0.00000317
2884.90000,0.00000682
2885.00000,0.00000407
2885.10000,0.00000489
2885.20000,0.00000194
2885.30000,0.00000671
2885.40000,0.00000577
2885.50000,0.00000606
2885.60000,0.00000427
2885.70000,0.00000634
2885.80000,0.00000387
2885.90000,0.00000577
2886.00000,0.00000620
2886.10000,0.00000897
2886.20000,0.00000704
2886.30000,0.00000624
2886.40000,0.00000503
2886.50000,0.00000660
2886.60000,0.00000838
2886.70000,0.00000637
2886.80000,0.00000374
2886.90000,0.00000332
2887.00000,0.00000575
2887.10000,0.00000371
2887.20000,0.00000889
2887.30000,0.00000391
2887.40000,0.00000666
2887.50000,0.00000965
2887.60000,0.00000269
2887.70000,0.00000743
2887.80000,0.00000500
2887.90000,0.00000657
2888.00000,0.00000520
2888.10000,0.00000359
2888.20000,0.00000920
2888.30000,0.00000800
2888.40000,0.00000228
2888.50000,0.00000463
2888.60000,0.00000497
2888.70000,0.00000668
2888.80000,0.00000508
2888.90000,0.00000330
2889.00000,0.00000400
2889.10000,0.00000681
2889.20000,0.00000488
2889.30000,0.00001019
2889.40000,0.00000592
2889.50000,0.00000590
2889.60000,0.00000392
2889.70000,0.00000427
2889.80000,0.00000553
2889.90000,0.00000628
2890.00000,0.00000353
2890.10000,0.00000747
2890.20000,0.00000629
2890.30000,0.00000467
2890.40000,0.00000649
2890.50000,0.00000853
2890.60000,0.00000555
2890.70000,0.00000401
2890.80000,0.00000523
2890.90000,0.00000799
2891.00000,0.00000271
2891.10000,0.00000453
2891.20000,0.00000563
2891.30000,0.00000439
2891.40000,0.00000393
2891.50000,0.00000455
2891.60000,0.00000543
2891.70000,0.00000500
2891.80000,0.00000427
2891.90000,0.00000513
2892.00000,0.00000657
2892.10000,0.00000624
2892.20000,0.00000597
2892.30000,0.00000410
2892.40000,0.00000704
2892.50000,0.00000554
2892.60000,0.00000904
2892.70000,0.00000887
2892.80000,0.00000746
2892.90000,0.00000327
2893.00000,0.00000365
2893.10000,0.00000424
2893.20000,0.00000656
2893.30000,0.00000647
2893.40000,0.00000480
2893.50000,0.00000527
2893.60000,0.00000624
2893.70000,0.00000289
2893.80000,0.00000343
2893.90000,0.00000440
2894.00000,0.00000547
2894.10000,0.00000621
2894.20000,0.00000410
2894.30000,0.00000308
2894.40000,0.00000590
2894.50000,0.00000666
2894.60000,0.00000491
2894.70000,0.00000387
2894.80000,0.00000444
2894.90000,0.00000479
2895.00000,0.00000789
2895.10000,0.00000746
2895.20000,0.00000484
2895.30000,0.00000491
2895.40000,0.00000380
2895.50000,0.00000529
2895.60000,0.00000828
2895.70000,0.00000567
2895.80000,0.00000581
2895.90000,0.00000557
2896.00000,0.00000226
2896.10000,0.00000497
2896.20000,0.00000602
2896.30000,0.00000696
2896.40000,0.00000326
2896.50000,0.00000396
2896.60000,0.00000612
2896.70000,0.00000441
2896.80000,0.00000275
2896.90000,0.00000354
2897.00000,0.00000571
2897.10000,0.00000495
2897.20000,0.00000499
2897.30000,0.00000515
2897.40000,0.00000541
2897.50000,0.00000376
2897.60000,0.00000464
2897.70000,0.00000616
2897.80000,0.00000464
2897.90000,0.00000484
2898.00000,0.00000539
2898.10000,0.00000474
2898.20000,0.00000372
2898.30000,0.00000506
2898.40000,0.00000231
2898.50000,0.00000740
2898.60000,0.00000439
2898.70000,0.00000473
2898.80000,0.00000608
2898.90000,0.00000451
2899.00000,0.00000398
2899.10000,0.00000385
2899.20000,0.00000472
2899.30000,0.00000492
2899.40000,0.00000632
2899.50000,0.00000551
2899.60000,0.00000431
2899.70000,0.00000611
2899.80000,0.00000819
2899.90000,0.00000486
2900.00000,0.00000471
